case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
29108,"Title: Sun Capital - Electrical And Water Meters Communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
29025,"Title: Ona electric - Err A3 with customer card
System Info: Err A3
Tags: CI; Hardware; Ona; PEM",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
29024,"Title: Ona electric - Err 70 on 3 phase meter
System Info: Err 70
Tags: CI; Hardware; Ona; PEM",Hardware,Electric,Electric,Unknown,70,Unknown,Exact meter model,Not available from verified source data.,none
29023,"Title: Ona electric - Err 41 on 3 phase meter
System Info: Err 41
Tags: CI; Hardware; Ona; PEM",Hardware,Electric,Electric,Unknown,41,Unknown,Exact meter model,Not available from verified source data.,none
29022,"Title: Elkhamayel - Reports issue
Tags: aqua; ElKhamayl; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29021,"Title: Ona electric - Can not read or write card for 3 phase meter
Tags: CI; Ona; Software; vending",Software,Vending|Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
29020,"Title: Veranda- Issue parameter card from visa
Tags: CI; Software; Veranda; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29019,"Title: Light Power - Err 003 with remove tamper card
System Info: Err 003
Tags: CI; Hardware; Lightpower; PEM",Hardware,Unknown,Unknown,Unknown,003,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
29017,"Title: UEDC - Unbalance alarm on V5
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29016,"Title: New Giza: Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29015,"Title: New Heliopolis- Inquiry about settlement
Tags: aqua; CI; New Heliopolis; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29013,"Title: Elsewedy E&C - Inquiry about claim status
Tags: CI; Elsewedy E&C; Hardware; Inquiry",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29012,"Title: Alex - Open account
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29011,"Title: Qena gardens - Delete tariff difference settlement
Tags: aqua; PI; Qena Gardens; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29010,"Title: MEDC- Follow up on meters that need stamp
Tags: Hardware; MEDC; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29008,"Title: Ona electric - 4 ct ratio cards
Tags: CI; Hardware; Ona; PEM",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
29007,"Title: Injaz - 3 CT ratio cards
Tags: CI; Hardware; Injaz; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29005,"Title: Elsewedy E&C - Inquiry about claim numbers
Tags: CI; Elsewedy E&C; Hardware; SEM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29004,"Title: Cornado - Inquiry about meter's closed valve
Tags: Cornado; Hardware; PI; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29003,"Title: Elgouna- Check meters' readings
Tags: CI; Gouna; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
29000,"Title: Mountain view - Pvms down
System Info: System Down
Tags: CI; Mountain View; PVMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28999,"Title: Elsewedy Utilities- Charging problem with fawry
Tags: CI; Software; Utilities; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28998,"Title: Alex - Delete charge
System Info: Missing Feature
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28997,"Title: Sun Capital - Pending jobs
System Info: Too many Failed Jobs
Tags: CI; Smart; Software; Suncapital",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28995,"Title: Badr eldeen- Reject 02
System Info: Reject 02
Tags: Badr Eldeen; Hardware; PI; PWM",Hardware,Unknown,Unknown,Unknown,02,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28994,"Title: Sun Capital - Electrical and water meter communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28993,"Title: Sharkia- Utility water meter maintenance
Tags: Hardware; HCWW; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28992,"Title: New Fayoum- Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28991,"Title: Fayoum- Utility water meter maintenance
Tags: Hardware; HCWW; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28990,"Title: Private sector meters maintenance follow up
Tags: Hardware; PI; Private; PWM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28989,"Title: 10th of ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; PI; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28988,"Title: Korra - Steps to reset meter
Tags: CI; Hardware; Korra; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28987,"Title: Qena Gardens - Inquiry about customer tariff differnece settlements
Tags: aqua; CI; Qena Gardens; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28986,"Title: Light Power - Err 005 on V5 meter
System Info: Err 005
Tags: CI; Hardware; Lightpower; PEM",Hardware,Unknown,Unknown,Unknown,005,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28985,"Title: Elsewedy E&C - Meter Inquiry
Tags: CI; E&C; Inquiry",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28984,"Title: Makadi - Error 52
System Info: Err-xx52
Tags: CI; Hardware; Makadi; PEM",Hardware,Unknown,Unknown,Unknown,52,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28983,"Title: Electronile - Modifying a Role
Tags: CI; Electronile; Meterverse; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28982,"Title: Elsewedy E&C - Meterview Installation
Tags: CI; E&C; meterview; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28981,"Title: Elsewedy E&C - Meter Maintenance Inquiry
Tags: CI; E&C; Hardware; SEM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
